"breath_id","id","R","C","time_step","u_in","u_out","pressure"
71,4659,50,10,0.573051929473877,0,0,11.7428719229713
71,4660,50,10,0.605653762817383,0,0,11.7428719229713
71,4661,50,10,0.637450456619263,0,0,11.6022676320689
71,4662,50,10,0.669153690338135,0,0,11.5319654866176
71,4663,50,10,0.70076584815979,0,0,11.5319654866176
71,4664,50,10,0.733425855636597,0,0,11.6022676320689
71,4665,50,10,0.765123128890991,0,0,11.4616633411664
71,4666,50,10,0.796746015548706,0,0,11.3913611957152
71,4667,50,10,0.828524589538574,0,0,11.3913611957152
71,4668,50,10,0.860992670059204,0,0,11.321059050264
71,4669,50,10,0.89282488822937,0,0,11.2507569048128
71,4670,50,10,0.924437522888184,0,0,11.2507569048128
72,4721,5,20,0,1.18225828065435,0,4.4314487960448
72,4722,5,20,0.0318841934204102,11.3276318921762,0,4.71265737784967
72,4723,5,20,0.0638191699981689,12.091369267543,0,5.55628312326425
72,4724,5,20,0.0957705974578857,12.8434568517238,0,6.18900243232522
72,4725,5,20,0.127670049667358,13.3144046231511,0,7.24353461409344
72,4726,5,20,0.159605503082275,13.8395402129782,0,7.94655606860561
72,4727,5,20,0.191554546356201,14.3142888035184,0,8.57927537766656
72,4728,5,20,0.223511457443237,14.6520744626092,0,9.35259897762993
72,4729,5,20,0.255433797836304,14.9762311968681,0,9.98531828669088
72,4730,5,20,0.287339687347412,15.4870760726995,0,10.0556204321421
72,4731,5,20,0.319146871566772,15.425515064713,0,11.321059050264
72,4732,5,20,0.350920438766479,15.5283087653407,0,12.0240805047762
72,4733,5,20,0.382672548294067,15.5743457974477,0,12.7271019592883
72,4734,5,20,0.414479970932007,15.8195854591147,0,12.8677062501907
72,4735,5,20,0.446279764175415,15.8510999502947,0,13.4301234138005
72,4736,5,20,0.478196620941162,15.9356012767656,0,13.7816341410565
72,4737,5,20,0.510100841522217,15.9896495254343,0,14.1331448683126
72,4738,5,20,0.542036533355713,15.9523142441897,0,14.6252598864711
72,4739,5,20,0.573962926864624,15.8502353968414,0,15.1876770500809
72,4740,5,20,0.60582423210144,15.7450960081078,0,15.6797920682394
72,4741,5,20,0.637761354446411,15.611018757311,0,16.1719070863979
72,4742,5,20,0.669661521911621,15.4494974649048,0,16.6640221045564
72,4743,5,20,0.701591491699219,15.325248478709,0,17.0155328318125
72,4744,5,20,0.733508586883545,14.8051913429354,0,18.2106693044832
72,4745,5,20,0.765451669692993,14.7971770583057,0,18.1403671590319
72,4746,5,20,0.797348022460938,14.4168298312066,0,18.9136907589953
72,4747,5,20,0.829280376434326,14.224011571182,0,19.1948993408002
72,4748,5,20,0.861197948455811,13.770584642038,0,20.0385250862148
72,4749,5,20,0.893153429031372,13.6299460609101,0,20.108827231666
72,4750,5,20,0.925074100494385,13.1778404709981,0,20.8821508316294
75,4881,5,10,0,2.79922830852495,0,6.25930457777641
75,4882,5,10,0.0351650714874268,3.71920322203653,0,5.97809599597156
75,4883,5,10,0.0694656372070312,2.99702817941331,0,6.82172174138615
75,4884,5,10,0.103613376617432,3.25530674664861,0,6.68111745048372
75,4885,5,10,0.138680934906006,2.85998953459431,0,7.17323246864223
75,4886,5,10,0.172732591629028,2.44018611445724,0,7.66534748680075
75,4887,5,10,0.206894159317017,2.72574215371908,0,7.45444105044711
75,4888,5,10,0.242020130157471,2.14397545437523,0,8.08716035950804
75,4889,5,10,0.276233673095703,2.19042604669384,0,8.08716035950804
75,4890,5,10,0.310390949249268,1.79853528065852,0,8.50897323221533
75,4891,5,10,0.345407009124756,1.97240756154983,0,8.36836894131291
75,4892,5,10,0.379570960998535,1.85768935164657,0,8.50897323221533
75,4893,5,10,0.413792610168457,0.904361403106968,0,8.50897323221533
75,4894,5,10,0.448864459991455,0,0,8.64957752311777
75,4895,5,10,0.483118295669556,0,0,8.50897323221533
75,4896,5,10,0.517455101013184,0,0,8.50897323221533
75,4897,5,10,0.55260968208313,0,0,8.50897323221533
75,4898,5,10,0.586968898773193,0,0,8.57927537766656
75,4899,5,10,0.6212317943573,0,0,8.43867108676412
75,4900,5,10,0.656260251998901,0,0,8.2980667958617
75,4901,5,10,0.690579891204834,0,0,8.36836894131291
75,4902,5,10,0.724645376205444,0.0443274933207967,0,8.36836894131291
75,4903,5,10,0.75967001914978,1.69896744822652,0,8.22776465041048
75,4904,5,10,0.793975591659546,1.94069529261978,0,8.64957752311777
75,4905,5,10,0.828060388565063,2.01866143840559,0,8.57927537766656
75,4906,5,10,0.86313009262085,1.73560595324936,0,8.86048395947143
75,4907,5,10,0.897373676300049,1.7339181494267,0,8.86048395947143
75,4908,5,10,0.931672334671021,1.73233615186097,0,8.86048395947143
75,4909,5,10,0.966671705245972,1.58562402290842,0,9.00108825037386
75,4910,5,10,1.00076651573181,0,1,9.00108825037386
125,7041,5,20,0,0.546916906969734,0,6.32960672322764
125,7042,5,20,0.0317153930664062,6.52850361769541,0,5.90779385052035
125,7043,5,20,0.0634543895721436,4.09648524568865,0,7.31383675954467
125,7044,5,20,0.0952143669128418,10.004865822645,0,6.11870028687399
125,7045,5,20,0.127016067504883,4.97824563217831,0,8.15746250495927
125,7046,5,20,0.15876579284668,10.4775031058684,0,6.89202388683738
125,7047,5,20,0.190691232681274,5.61617947194143,0,8.71987966856899
125,7048,5,20,0.222631931304932,9.68591799024346,0,7.73564963225196
125,7049,5,20,0.254523277282715,4.5132858763322,0,9.49320326853236
125,7050,5,20,0.286268472671509,8.08842893705108,0,8.50897323221533
125,7051,5,20,0.318064212799072,3.20239826395153,0,10.0556204321421
125,7052,5,20,0.349946975708008,7.20059972812222,0,8.86048395947143
125,7053,5,20,0.381872892379761,1.36709339677737,0,10.6180375957518
125,7054,5,20,0.413764953613281,5.56847236521505,0,9.28229683217872
125,7055,5,20,0.445659875869751,0,0,11.0398504684591
125,7056,5,20,0.477627992630005,3.78679235825727,0,9.6338075594348
125,7057,5,20,0.509516477584839,0,0,10.7586418866543
125,7058,5,20,0.541413545608521,2.29152314249105,0,9.91501614123965
125,7059,5,20,0.573317289352417,0,0,10.6180375957518
125,7060,5,20,0.605165243148804,1.28928941996275,0,10.0556204321421
125,7061,5,20,0.637079954147339,0.176408412291234,0,10.336829013947
125,7062,5,20,0.668997526168823,0,0,10.4071311593982
125,7063,5,20,0.700912475585938,0,0,10.4774333048494
125,7064,5,20,0.732827663421631,0,0,10.336829013947
125,7065,5,20,0.76466965675354,0,0,10.1962247230445
125,7066,5,20,0.79662013053894,0,0,10.2665268684958
125,7067,5,20,0.828571319580078,0,0,10.2665268684958
125,7068,5,20,0.860493183135986,0,0,10.2665268684958
125,7069,5,20,0.892391204833984,0,0,10.1962247230445
125,7070,5,20,0.924295902252197,0,0,10.2665268684958
155,8801,5,10,0,10.4336221086432,0,4.4314487960448
155,8802,5,10,0.0332374572753906,100,0,5.69688741416669
155,8803,5,10,0.0669412612915039,100,0,12.6567998138371
155,8804,5,10,0.100721120834351,80.5954157705231,0,19.1948993408002
155,8805,5,10,0.134467363357544,63.5847251546841,0,22.6397044679098
155,8806,5,10,0.168171882629395,52.4791688087599,0,24.8893731223487
155,8807,5,10,0.202099800109863,37.7752679097211,0,27.8420632312998
155,8808,5,10,0.236105442047119,26.8788075148812,0,30.0214297402875
155,8809,5,10,0.269933700561523,16.6336652982343,0,32.0601919583727
155,8810,5,10,0.303586721420288,9.87342292819476,0,33.3959327219459
155,8811,5,10,0.337684154510498,3.78987991178808,0,34.5910691946165
155,8812,5,10,0.371328830718994,0.863892162272634,0,35.1534863582263
155,8813,5,10,0.405205249786377,0.403187859403569,0,35.2237885036775
155,8814,5,10,0.439203023910522,0.653881082925387,0,35.1534863582263
155,8815,5,10,0.473210096359253,0,0,35.2940906491287
155,8816,5,10,0.506791114807129,0.115449431633208,0,35.2237885036775
155,8817,5,10,0.540359497070312,0.738718250800939,0,35.0831842127751
155,8818,5,10,0.573888301849365,0,0,35.4346949400311
155,8819,5,10,0.607978820800781,0.231429533223186,0,35.1534863582263
155,8820,5,10,0.64172887802124,0.517676350607124,0,35.0831842127751
155,8821,5,10,0.675506114959717,0,0,35.4346949400311
155,8822,5,10,0.70920205116272,0.390975077347812,0,35.0831842127751
155,8823,5,10,0.742900848388672,0.33792509342406,0,35.0831842127751
155,8824,5,10,0.776479721069336,0.28839052913387,0,35.0831842127751
155,8825,5,10,0.8100745677948,0.94851495668803,0,34.9425799218726
155,8826,5,10,0.843870639801025,0.20151091146497,0,35.0831842127751
155,8827,5,10,0.877859354019165,0.513393728322476,0,35.0128820673238
155,8828,5,10,0.911402702331543,0.476743798870658,0,35.0128820673238
155,8829,5,10,0.945106983184814,0.0889570339472514,0,35.0831842127751
155,8830,5,10,0.978751420974731,0.408312073813797,0,35.0128820673238
173,9841,50,50,0,0,0,6.25930457777641
173,9842,50,50,0.035181999206543,0,0,5.62658526871548
173,9843,50,50,0.0692043304443359,0,0,6.25930457777641
173,9844,50,50,0.103389263153076,0,0,6.18900243232522
173,9845,50,50,0.138345956802368,0,0,6.25930457777641
173,9846,50,50,0.172391653060913,0,0,6.25930457777641
173,9847,50,50,0.206430196762085,0,0,6.18900243232522
173,9848,50,50,0.241353750228882,0,0,6.18900243232522
173,9849,50,50,0.275334358215332,0,0,6.18900243232522
173,9850,50,50,0.309549808502197,0,0,6.39990886867885
173,9851,50,50,0.344442844390869,0.486759485539237,0,6.25930457777641
173,9852,50,50,0.378474950790405,1.33502365293093,0,6.32960672322764
173,9853,50,50,0.412794589996338,2.14435682201977,0,6.54051315958128
173,9854,50,50,0.447672128677368,2.904452587275,0,6.89202388683738
173,9855,50,50,0.481573581695557,3.5600356032873,0,7.45444105044711
173,9856,50,50,0.515914440155029,3.51807476137483,0,8.64957752311777
173,9857,50,50,0.551094770431519,3.47359646536012,0,8.57927537766656
173,9858,50,50,0.585236072540283,3.59495969795038,0,7.31383675954467
173,9859,50,50,0.619339227676392,3.60969143218087,0,8.08716035950804
173,9860,50,50,0.654253005981445,3.57790278880227,0,8.43867108676412
173,9861,50,50,0.688305377960205,3.65645827659695,0,7.59504534134954
173,9862,50,50,0.7225501537323,3.7303938096041,0,7.59504534134954
173,9863,50,50,0.757394313812256,3.81904260029514,0,7.45444105044711
173,9864,50,50,0.791421175003052,3.891137114121,0,7.52474319589832
173,9865,50,50,0.82545018196106,3.94968244646714,0,7.59504534134954
173,9866,50,50,0.860607624053955,3.99695842021373,0,7.66534748680075
173,9867,50,50,0.894711971282959,4.0398899976003,0,7.66534748680075
173,9868,50,50,0.928935766220093,3.95410721625262,0,8.64957752311777
173,9869,50,50,0.963712930679321,3.84517518375425,0,8.86048395947143
173,9870,50,50,0.997797966003418,0,1,8.08716035950804
184,10401,50,50,0,0,0,6.96232603228859
184,10402,50,50,0.0317459106445312,1.65400381205833,0,5.83749170506912
184,10403,50,50,0.0635988712310791,4.91332745579012,0,6.96232603228859
184,10404,50,50,0.0952692031860352,7.5756555883034,0,10.1962247230445
184,10405,50,50,0.127839326858521,9.78502671313245,0,13.1489148319956
184,10406,50,50,0.159687042236328,11.4034696718988,0,16.5937199591052
184,10407,50,50,0.191384792327881,12.5578226699004,0,19.6167122135075
184,10408,50,50,0.223108053207397,13.291856950711,0,22.5694023224586
184,10409,50,50,0.255756616592407,14.3692166374752,0,25.2408838496048
184,10410,50,50,0.287494421005249,15.6541757341946,0,27.2093439222388
184,10411,50,50,0.319258451461792,16.6730275092812,0,29.3887104312265
184,10412,50,50,0.351031303405762,17.4156860926726,0,31.7789833765679
184,10413,50,50,0.383658409118652,17.9297275880767,0,34.0286520310068
184,10414,50,50,0.415295600891113,18.2587998041311,0,35.7862056672872
184,10415,50,50,0.447177648544312,17.048651812128,0,37.5437593035676
184,10416,50,50,0.478928804397583,14.9193049142049,0,37.6843635944701
184,10417,50,50,0.5118727684021,13.153816926552,0,34.5910691946165
184,10418,50,50,0.543681144714355,11.792104259208,0,31.9898898129215
184,10419,50,50,0.575408220291138,10.7135285475388,0,29.7402211584826
184,10420,50,50,0.607176065444946,9.86324862549723,0,27.7717610858486
184,10421,50,50,0.639794588088989,9.91534398518849,0,26.0142074495682
184,10422,50,50,0.671571254730225,10.5479842487885,0,24.7487688314463
184,10423,50,50,0.703340530395508,11.1090903266244,0,25.0299774132511
184,10424,50,50,0.735141277313232,11.2672187533165,0,28.1232718131047
184,10425,50,50,0.767784595489502,11.1696959269487,0,30.1620340311899
184,10426,50,50,0.799491882324219,10.8793866890295,0,31.8492855220191
184,10427,50,50,0.831173419952393,10.631732688537,0,31.6383790856655
184,10428,50,50,0.862937450408936,10.6922221908252,0,29.1778039948729
184,10429,50,50,0.895548582077026,10.9313120139595,0,27.7014589403974
184,10430,50,50,0.927228927612305,11.2670294433499,0,26.7172289040803
199,11201,20,10,0,2.17632512553906,0,5.34537668691062
199,11202,20,10,0.0337121486663818,27.547777144904,0,4.92356381420331
199,11203,20,10,0.0674953460693359,38.2896227344312,0,8.7901818140202
199,11204,20,10,0.10149073600769,44.1786895077867,0,15.0470727591784
199,11205,20,10,0.135305166244507,47.6622881518415,0,19.8276186498611
199,11206,20,10,0.169071674346924,48.8876082669123,0,24.0457473769341
199,11207,20,10,0.20276927947998,47.983699051482,0,28.0529696676534
199,11208,20,10,0.236594200134277,46.4093508687451,0,30.513544758446
199,11209,20,10,0.270263433456421,44.968554910697,0,31.497774794763
199,11210,20,10,0.303974390029907,42.0770240838751,0,33.6068391582995
199,11211,20,10,0.337629079818726,38.2537885788306,0,35.715903521836
199,11212,20,10,0.371394395828247,33.7973254600817,0,37.5437593035676
199,11213,20,10,0.405066013336182,28.9810072616675,0,39.0201043580431
199,11214,20,10,0.438710451126099,23.8168368951814,0,40.3558451216163
199,11215,20,10,0.472486019134521,18.3799737126218,0,41.5509815942869
199,11216,20,10,0.506052494049072,13.1903681913909,0,42.1837009033479
199,11217,20,10,0.539764404296875,8.35469000334432,0,42.3946073397015
199,11218,20,10,0.573484897613525,4.09339276752372,0,42.1837009033479
199,11219,20,10,0.60729718208313,0.521872009970436,0,41.6212837397382
199,11220,20,10,0.64105224609375,0,0,41.3400751579333
199,11221,20,10,0.674907207489014,0,0,41.1291687215796
199,11222,20,10,0.708747625350952,0,0,40.918262285226
199,11223,20,10,0.742621421813965,0,0,40.918262285226
199,11224,20,10,0.776456832885742,0,0,40.8479601397748
199,11225,20,10,0.810209274291992,0,0,40.7776579943236
199,11226,20,10,0.843828439712524,0,0,40.7073558488723
199,11227,20,10,0.877708435058594,0,0,40.6370537034211
199,11228,20,10,0.911190986633301,0,0,40.4964494125187
199,11229,20,10,0.94502854347229,0,0,40.3558451216163
199,11230,20,10,0.978704690933228,0,0,40.3558451216163
218,12241,20,10,0,2.13924912716015,0,6.18900243232522
218,12242,20,10,0.0337898731231689,14.616405220191,0,5.76718955961791
218,12243,20,10,0.0676167011260986,13.2103623111667,0,8.57927537766656
218,12244,20,10,0.101404190063477,12.0152258384961,0,10.9695483230079
218,12245,20,10,0.135185480117798,11.9449236930448,0,11.1101526139103
218,12246,20,10,0.169034004211426,11.4879597476119,0,12.0240805047762
218,12247,20,10,0.202751636505127,11.030995802179,0,12.9380083956419
218,12248,20,10,0.236342668533325,10.046765765862,0,14.906468468276
218,12249,20,10,0.270051956176758,9.6249528931547,0,15.7500942136906
218,12250,20,10,0.303832530975342,9.55465074770349,0,15.890698504593
218,12251,20,10,0.337627172470093,9.06253572954497,0,16.8749285409101
218,12252,20,10,0.371223211288452,8.67587392956328,0,17.6482521408734
218,12253,20,10,0.404902458190918,8.35951427503281,0,18.2809714499344
218,12254,20,10,0.438678026199341,7.97285247505111,0,19.0542950498978
218,12255,20,10,0.472376585006714,7.62134174779503,0,19.7573165044099
218,12256,20,10,0.506088972091675,7.30498209326456,0,20.3900358134709
218,12257,20,10,0.539783954620361,6.9886224387341,0,21.0227551225318
218,12258,20,10,0.573520421981812,6.74256492965483,0,21.5148701406903
218,12259,20,10,0.607087850570679,6.39105420239875,0,22.2178915952025
218,12260,20,10,0.640661478042603,6.1449966933195,0,22.710006613361
218,12261,20,10,0.674215316772461,5.47712631153294,0,24.0457473769341
218,12262,20,10,0.707876205444336,5.37167309335612,0,24.2566538132878
218,12263,20,10,0.741643190383911,4.8092559297464,0,25.3814881405072
218,12264,20,10,0.775139808654785,4.73895378429518,0,25.5220924314096
218,12265,20,10,0.808750867843628,4.56319842066713,0,25.8736031586657
218,12266,20,10,0.842539310455322,4.35229198431348,0,26.295416031373
218,12267,20,10,0.87622594833374,4.21168769341105,0,26.5766246131779
218,12268,20,10,0.909819364547729,3.71957267525254,0,27.5608546494949
218,12269,20,10,0.943484783172607,3.68442160252694,0,27.6311567949461
218,12270,20,10,0.977125883102417,3.50866623889889,0,27.9826675222022
254,14081,5,20,0,100,0,6.18900243232522
