"id","breath_id","R","C","time_step","u_in","u_out","pressure"
91289,1857,5,10,0.27010440826416,3.63765842358432,0,7.8762539231544
91290,1857,5,10,0.303766012191772,3.81076637193347,0,8.43867108676412
91291,1857,5,10,0.337496042251587,3.99163936691332,0,8.64957752311777
91292,1857,5,10,0.371159791946411,4.12316669118144,0,9.00108825037386
91293,1857,5,10,0.404830694198608,4.17616993165289,0,9.6338075594348
91294,1857,5,10,0.438725709915161,4.18234708219062,0,10.2665268684958
91295,1857,5,10,0.472609996795654,4.15543090542994,0,10.8289440321055
91296,1857,5,10,0.506520986557007,4.05646601876404,0,11.6022676320689
91297,1857,5,10,0.54023289680481,3.93308124271847,0,12.2349869411298
91298,1857,5,10,0.573957681655884,3.85380040118453,0,12.3755912320322
91299,1857,5,10,0.607882261276245,3.73487672594799,0,12.7271019592883
91300,1857,5,10,0.641721487045288,3.59917896411986,0,13.0786126865444
91301,1857,5,10,0.675779581069946,3.46989488853319,0,13.289519122898
91302,1857,5,10,0.709710121154785,3.35745863484382,0,13.3598212683493
91303,1857,5,10,0.743443965911865,3.16749859768488,0,13.922238431959
91304,1857,5,10,0.777212858200073,2.98472042967572,0,14.2737491592151
91305,1857,5,10,0.81121826171875,2.83401905237833,0,14.3440513046663
91306,1857,5,10,0.845012426376343,2.67731759410553,0,14.4846555955687
91307,1857,5,10,0.878927230834961,2.50877277352541,0,14.6955620319224
91308,1857,5,10,0.912675380706787,2.336894718998,0,14.906468468276
91309,1857,5,10,0.946558952331543,2.19511054914512,0,14.906468468276
91310,1857,5,10,0.980513572692871,2.01606101183135,0,15.1876770500809
110241,2237,50,10,0,47.477679418797,0,6.47021101413007
110242,2237,50,10,0.0342984199523926,39.7852632417218,0,10.8289440321055
110243,2237,50,10,0.0694341659545898,31.7044299292891,0,16.8046263954589
110244,2237,50,10,0.103604078292847,23.1605325909699,0,26.4360203222755
110245,2237,50,10,0.137850284576416,14.2837721496295,0,30.9353576311533
110246,2237,50,10,0.172879219055176,5.16181225502809,0,31.497774794763
110247,2237,50,10,0.206772804260254,3.13863614620092,0,28.4747825403607
110248,2237,50,10,0.24094295501709,3.71054483742374,0,22.9209130497147
110249,2237,50,10,0.275806188583374,4.40265664994853,0,20.6712443952757
110250,2237,50,10,0.30998706817627,4.98831952987431,0,21.4445679952391
110251,2237,50,10,0.344062328338623,5.4766107412885,0,22.3584958861049
110252,2237,50,10,0.37904167175293,5.8439568167576,0,23.9051430860317
110253,2237,50,10,0.413288354873657,6.09042274706365,0,25.311185995056
110254,2237,50,10,0.447584390640259,6.22212255931198,0,26.8578331949828
110255,2237,50,10,0.482746362686157,6.25127511381648,0,28.3341782494583
110256,2237,50,10,0.517078161239624,6.20563782632756,0,29.4590125766778
110257,2237,50,10,0.551237821578979,6.09569561706397,0,30.513544758446
110258,2237,50,10,0.586260557174683,5.92132433196938,0,31.5680769402142
110259,2237,50,10,0.620495080947876,5.78432520250863,0,31.2165662129581
110260,2237,50,10,0.654583215713501,5.7553330998426,0,29.6699190130314
110261,2237,50,10,0.689879179000854,5.76437739108916,0,29.1075018494217
110262,2237,50,10,0.724137306213379,5.77259285296719,0,29.1075018494217
110263,2237,50,10,0.75820517539978,5.75333434975405,0,29.529314722129
110264,2237,50,10,0.793214082717896,5.71183739273286,0,29.880825449385
110265,2237,50,10,0.827321529388428,5.6425648086313,0,30.3729404675436
110266,2237,50,10,0.8614342212677,5.55076622026077,0,30.7947533402509
110267,2237,50,10,0.896541357040405,5.43020328558633,0,31.2868683584094
110268,2237,50,10,0.930587291717529,5.30729285500289,0,31.497774794763
110269,2237,50,10,0.964595556259155,5.11622514641175,0,32.6929112674337
110270,2237,50,10,0.999617338180542,0,1,35.0128820673238
115521,2339,50,10,0,0,0,4.36114665059359
115522,2339,50,10,0.031641960144043,2.80490542129246,0,4.29084450514236
115523,2339,50,10,0.0632810592651367,5.27947574460177,0,5.20477239600818
115524,2339,50,10,0.0949084758758545,7.15427178712953,0,7.73564963225196
115525,2339,50,10,0.126534700393677,8.34032063464885,0,10.9695483230079
115526,2339,50,10,0.158178091049194,8.85383056074978,0,14.3440513046663
115527,2339,50,10,0.189791440963745,8.78450012962362,0,17.4373457045198
115528,2339,50,10,0.221389532089233,8.43098866080632,0,19.0542950498978
115529,2339,50,10,0.252988338470459,8.36174939534448,0,17.5779499954222
115530,2339,50,10,0.284624814987183,8.2086988366475,0,18.0700650135807
115531,2339,50,10,0.3162682056427,7.51238815218417,0,21.1633594134342
115532,2339,50,10,0.347926139831543,6.65630170822633,0,22.2881937406537
115533,2339,50,10,0.379528760910034,6.15342489629372,0,20.6009422498245
115534,2339,50,10,0.411168098449707,5.91840716172077,0,19.2652014862514
115535,2339,50,10,0.442818164825439,5.797750555641,0,18.7027843226417
115536,2339,50,10,0.474468469619751,5.70938748864116,0,18.5621800317393
115537,2339,50,10,0.506192684173584,5.5883525093729,0,18.7730864680929
115538,2339,50,10,0.537814855575562,5.41215702065635,0,19.124597195349
115539,2339,50,10,0.56940746307373,5.22151940091271,0,19.2652014862514
115540,2339,50,10,0.601065874099731,4.8283614860135,0,20.4603379589221
115541,2339,50,10,0.63270115852356,4.2455167962628,0,21.6554744315928
115542,2339,50,10,0.664359331130981,3.86024419208644,0,20.741546540727
115543,2339,50,10,0.696028470993042,3.61085975778095,0,20.108827231666
115544,2339,50,10,0.727631568908691,3.36425193188102,0,20.1791293771172
115545,2339,50,10,0.759337186813354,3.14417340304611,0,20.108827231666
115546,2339,50,10,0.790984869003296,2.78691690719188,0,20.9524529770806
115547,2339,50,10,0.822600841522217,2.38852908360426,0,21.3039637043367
115548,2339,50,10,0.854242563247681,2.18928222332774,0,20.3197336680196
115549,2339,50,10,0.885849714279175,1.8766903019453,0,21.0227551225318
115550,2339,50,10,0.917514562606812,1.6198625076365,0,20.8118486861782
135761,2760,50,50,0,0,0,6.61081530503251
135762,2760,50,50,0.0317487716674805,3.05113288981101,0,5.69688741416669
135763,2760,50,50,0.0634667873382568,5.57436995093256,0,7.24353461409344
135764,2760,50,50,0.0952639579772949,7.48094963469244,0,10.0556204321421
135765,2760,50,50,0.127007007598877,8.87141209652476,0,13.0786126865444
135766,2760,50,50,0.158715963363647,9.8603186940354,0,15.8203963591418
135767,2760,50,50,0.190449476242065,10.4166664823388,0,18.7027843226417
135768,2760,50,50,0.222205638885498,10.7177170588154,0,20.9524529770806
135769,2760,50,50,0.254013299942017,10.7807601545735,0,22.9209130497147
135770,2760,50,50,0.28577995300293,10.9476608302373,0,23.2724237769707
135771,2760,50,50,0.317623853683472,11.5706439703725,0,21.3039637043367
135772,2760,50,50,0.349372863769531,11.9701438215777,0,21.3039637043367
135773,2760,50,50,0.381117820739746,11.9601399051887,0,23.0615173406171
135774,2760,50,50,0.412853002548218,12.347277973285,0,22.0069851588488
135775,2760,50,50,0.444600820541382,12.5197007230001,0,22.4287980315561
135776,2760,50,50,0.476353883743286,12.0581945503657,0,25.4517902859584
135777,2760,50,50,0.50810432434082,11.6154197628655,0,26.7875310495315
135778,2760,50,50,0.539840698242188,11.7566211062978,0,24.8190709768975
135779,2760,50,50,0.571610450744629,11.9974233819367,0,23.4833302133244
135780,2760,50,50,0.60340690612793,12.2681324758663,0,22.710006613361
135781,2760,50,50,0.635261535644531,12.2802933529376,0,23.4833302133244
135782,2760,50,50,0.66707706451416,11.6385658857138,0,26.7875310495315
135783,2760,50,50,0.698704242706299,11.1319826997379,0,27.7717610858486
135784,2760,50,50,0.730429649353027,11.1787257882565,0,25.8033010132145
135785,2760,50,50,0.762112617492676,11.0993915976018,0,25.5220924314096
135786,2760,50,50,0.793859958648682,10.47370264508,0,27.912365376751
135787,2760,50,50,0.825610876083374,10.0175333579369,0,28.3341782494583
135788,2760,50,50,0.85733699798584,9.92152194542405,0,26.9984374858852
135789,2760,50,50,0.889033079147339,9.61335472199193,0,27.4202503585925
135790,2760,50,50,0.920809268951416,9.82559059861215,0,25.311185995056
153681,3147,5,10,0,5.09091997019011,0,3.51752090517899
153682,3147,5,10,0.0335731506347656,32.4524937841396,0,4.22054235969115
153683,3147,5,10,0.0675520896911621,28.0926257693261,0,6.75141959593494
153684,3147,5,10,0.101110696792603,25.1276342320557,0,8.50897323221533
153685,3147,5,10,0.134789705276489,21.7407582207553,0,10.4071311593982
153686,3147,5,10,0.168557167053223,19.0885555321037,0,11.8834762138737
153687,3147,5,10,0.202448844909668,16.3339658377666,0,13.3598212683493
153688,3147,5,10,0.236104488372803,13.770982537343,0,14.6955620319224
153689,3147,5,10,0.26981258392334,11.2699787227211,0,15.9610006500443
153690,3147,5,10,0.303225994110107,9.56292375197421,0,16.8046263954589
153691,3147,5,10,0.337124586105347,7.37478452277604,0,17.8591585772271
153692,3147,5,10,0.370948791503906,6.14397588010976,0,18.4215757408368
153693,3147,5,10,0.404509544372559,4.31043197447871,0,19.2652014862514
153694,3147,5,10,0.438405990600586,3.30432899442549,0,19.6870143589587
153695,3147,5,10,0.472054004669189,2.57483708455503,0,19.9682229407636
153696,3147,5,10,0.505680322647095,1.84002603073951,0,20.2494315225684
153697,3147,5,10,0.539343118667603,1.53373591189881,0,20.3197336680196
153698,3147,5,10,0.572922706604004,1.23427474342588,0,20.3900358134709
153699,3147,5,10,0.606388330459595,1.08588866745921,0,20.3900358134709
153700,3147,5,10,0.640270471572876,0.22209128605584,0,20.741546540727
153701,3147,5,10,0.673856019973755,0.506514367482029,0,20.5306401043733
153702,3147,5,10,0.707575798034668,0,0,20.8118486861782
153703,3147,5,10,0.741135120391846,0,0,20.6712443952757
153704,3147,5,10,0.774726152420044,0,0,20.6009422498245
153705,3147,5,10,0.808348178863525,0.158429855156762,0,20.4603379589221
153706,3147,5,10,0.842069149017334,0.0640748743776054,0,20.4603379589221
153707,3147,5,10,0.87587833404541,0.120076395799601,0,20.3900358134709
153708,3147,5,10,0.909790277481079,0.185229518425814,0,20.3197336680196
153709,3147,5,10,0.943565607070923,0.114837342158248,0,20.3197336680196
153710,3147,5,10,0.977641105651855,0.0483507053032496,0,20.3197336680196
186241,3818,50,10,0,0.415024499757572,0,4.22054235969115
186242,3818,50,10,0.0316567420959473,5.82305990948617,0,4.15024021423993
186243,3818,50,10,0.0636885166168213,8.00813008031627,0,5.27507454145939
186244,3818,50,10,0.0953779220581055,5.8381543870909,0,9.91501614123965
186245,3818,50,10,0.127118110656738,3.01936427403734,0,12.4458933774834
186246,3818,50,10,0.15882134437561,3.35374655413876,0,10.4071311593982
186247,3818,50,10,0.190538883209229,4.02202913864168,0,9.28229683217872
186248,3818,50,10,0.222209215164185,2.68710617033335,0,10.8289440321055
186249,3818,50,10,0.253921747207642,1.87256291975023,0,10.9695483230079
186250,3818,50,10,0.285635948181152,2.84071806491724,0,9.28229683217872
186251,3818,50,10,0.317235708236694,2.69608305688928,0,9.70410970488603
186252,3818,50,10,0.348934650421143,2.01847066211409,0,10.4071311593982
186253,3818,50,10,0.380623817443848,2.55608848690457,0,9.49320326853236
186254,3818,50,10,0.412312984466553,1.66755719005444,0,10.5477354503006
186255,3818,50,10,0.444014549255371,0.808272120260011,0,10.9695483230079
186256,3818,50,10,0.475721597671509,1.20943705104531,0,9.91501614123965
186257,3818,50,10,0.507419347763062,0.769832189568032,0,10.336829013947
186258,3818,50,10,0.539103746414185,0.725249149866957,0,10.1259225775933
186259,3818,50,10,0.570806980133057,0.673959018259123,0,10.0556204321421
186260,3818,50,10,0.602563619613647,0.739375640035324,0,9.91501614123965
186261,3818,50,10,0.634275436401367,0.747991167533577,0,9.91501614123965
186262,3818,50,10,0.665954351425171,0.826093791979918,0,9.84471399578846
186263,3818,50,10,0.697570085525513,0.803079068509237,0,9.91501614123965
186264,3818,50,10,0.729259014129639,0.807891991813775,0,9.91501614123965
186265,3818,50,10,0.760907649993896,0.742441463501872,0,9.98531828669088
186266,3818,50,10,0.792593002319336,0.777312543037487,0,9.91501614123965
186267,3818,50,10,0.824215888977051,0.853587883044897,0,9.84471399578846
186268,3818,50,10,0.855875492095947,0.968912238153716,0,9.77441185033724
186269,3818,50,10,0.887495994567871,0.980891427163167,0,9.84471399578846
186270,3818,50,10,0.919255256652832,1.01876196397344,0,9.84471399578846
187361,3839,50,50,0,0.467954534713795,0,5.55628312326425
187362,3839,50,50,0.0316812992095947,13.3409092282752,0,5.48598097781306
187363,3839,50,50,0.0635147094726562,13.0351466560473,0,7.59504534134954
187364,3839,50,50,0.0952260494232178,8.77130742514486,0,13.6410298501541
187365,3839,50,50,0.126922845840454,7.24189240354717,0,15.890698504593
187366,3839,50,50,0.158709287643433,9.7593850264828,0,13.4301234138005
187367,3839,50,50,0.19040060043335,10.8557490265247,0,12.7974041047395
187368,3839,50,50,0.222249984741211,8.50358584145163,0,15.9610006500443
187369,3839,50,50,0.254040002822876,7.83089310013089,0,16.8749285409101
187370,3839,50,50,0.285773038864136,10.0186374199801,0,14.5549577410199
187371,3839,50,50,0.317535638809204,10.5247993467854,0,14.3440513046663
187372,3839,50,50,0.349343299865723,8.12714836270759,0,17.2967414136174
187373,3839,50,50,0.381128072738647,7.64127581395906,0,17.7888564317759
187374,3839,50,50,0.412951231002808,10.076058361927,0,15.0470727591784
187375,3839,50,50,0.444611310958862,10.5603367067847,0,14.7658641773736
187376,3839,50,50,0.476367712020874,7.96080641008805,0,17.8591585772271
187377,3839,50,50,0.508070945739746,7.06805089305481,0,18.7027843226417
187378,3839,50,50,0.539817333221436,9.57763935287889,0,15.7500942136906
187379,3839,50,50,0.571527242660522,10.2331398288914,0,15.1876770500809
187380,3839,50,50,0.603209257125854,7.58300346730606,0,18.2809714499344
187381,3839,50,50,0.634892225265503,7.03023382144741,0,18.7027843226417
187382,3839,50,50,0.666562080383301,9.28327242441313,0,16.0313027954955
187383,3839,50,50,0.698266506195068,9.84471623301716,0,15.539187777337
187384,3839,50,50,0.7299964427948,7.48193667681943,0,18.2809714499344
187385,3839,50,50,0.761722564697266,6.87029048197145,0,18.7730864680929
187386,3839,50,50,0.793415069580078,9.25045273644706,0,15.9610006500443
187387,3839,50,50,0.825100660324097,9.50238479612846,0,15.8203963591418
187388,3839,50,50,0.856875658035278,6.98349959879529,0,18.7027843226417
187389,3839,50,50,0.888522863388062,6.39633945704415,0,19.124597195349
187390,3839,50,50,0.920162200927734,8.81053716801018,0,16.2422092318491
197841,4076,20,20,0,2.05191561133066,0,5.20477239600818
197842,4076,20,20,0.0337891578674316,30.1239033202149,0,5.76718955961791
197843,4076,20,20,0.0677237510681152,36.3715874385484,0,8.86048395947143
197844,4076,20,20,0.101912021636963,37.9286720969378,0,14.2034470137639
197845,4076,20,20,0.135829448699951,39.6712656931105,0,17.1561371227149
197846,4076,20,20,0.169916152954102,40.9037247398693,0,19.2652014862514
197847,4076,20,20,0.203831195831299,41.4366623324955,0,21.0227551225318
197848,4076,20,20,0.237910270690918,41.5078358312617,0,22.4287980315561
197849,4076,20,20,0.27186393737793,40.7854363136509,0,23.9051430860317
197850,4076,20,20,0.306058168411255,40.7790821960111,0,24.2566538132878
197851,4076,20,20,0.340033769607544,41.8227872355724,0,23.6239345042268
197852,4076,20,20,0.374131202697754,40.5746259201035,0,25.0299774132511
197853,4076,20,20,0.407977104187012,38.8860162278406,0,26.295416031373
197854,4076,20,20,0.442120552062988,38.4228173053703,0,26.1548117404706
197855,4076,20,20,0.475909233093262,37.3648236775002,0,26.5766246131779
197856,4076,20,20,0.509696483612061,35.8160050111497,0,27.2796460676901
197857,4076,20,20,0.543849945068359,34.2687148539507,0,27.7717610858486
197858,4076,20,20,0.577580451965332,32.5900090767012,0,28.2638761040071
197859,4076,20,20,0.611510276794434,30.8544578275071,0,28.6856889767144
197860,4076,20,20,0.64570164680481,28.9215764891193,0,29.1778039948729
197861,4076,20,20,0.679508924484253,26.8842035807964,0,29.6699190130314
197862,4076,20,20,0.713507413864136,25.0737467778498,0,29.880825449385
197863,4076,20,20,0.747569799423218,23.3585783513118,0,30.0214297402875
197864,4076,20,20,0.781421422958374,21.5170204750958,0,30.3026383220924
197865,4076,20,20,0.815320491790771,19.6509993358571,0,30.5838469038972
197866,4076,20,20,0.849313974380493,17.8474255214777,0,30.7947533402509
197867,4076,20,20,0.883518695831299,16.1322434076871,0,30.9353576311533
197868,4076,20,20,0.917411327362061,14.7324646271924,0,30.8650554857021
197869,4076,20,20,0.95158314704895,13.0951921877674,0,31.0759619220557
197870,4076,20,20,0.985490560531616,11.6430558015959,0,31.1462640675069
232881,4764,5,50,0,0,0,6.68111745048372
232882,4764,5,50,0.0339055061340332,100,0,6.25930457777641
232883,4764,5,50,0.0680735111236572,61.2277142927276,0,12.3755912320322
232884,4764,5,50,0.102098941802979,54.1152601335169,0,13.289519122898
232885,4764,5,50,0.136283397674561,67.2896988228837,0,11.6725697775201
232886,4764,5,50,0.170590162277222,56.2205238831647,0,13.0786126865444
232887,4764,5,50,0.204811334609985,52.4351145533195,0,13.5707277047029
232888,4764,5,50,0.238796949386597,53.7053146234444,0,13.4301234138005
232889,4764,5,50,0.272911787033081,43.6779912027335,0,14.6955620319224
232890,4764,5,50,0.307067632675171,44.3327993556269,0,14.6252598864711
232891,4764,5,50,0.341115236282349,38.207785947851,0,15.3985834864345
232892,4764,5,50,0.375307321548462,35.4423292402886,0,15.7500942136906
232893,4764,5,50,0.409512758255005,37.7446613242419,0,15.4688856318857
232894,4764,5,50,0.443529367446899,25.9359162319725,0,16.9452306863613
232895,4764,5,50,0.477468252182007,29.3257080393894,0,16.523417813654
232896,4764,5,50,0.511510848999023,23.6934872983229,0,17.2264392681661
232897,4764,5,50,0.545647859573364,21.4272769623094,0,17.507647849971
232898,4764,5,50,0.579751014709473,22.5411300527814,0,17.3670435590686
232899,4764,5,50,0.613848686218262,14.0609325428654,0,18.4215757408368
232900,4764,5,50,0.648002862930298,17.4077223648701,0,17.9997628681295
232901,4764,5,50,0.681978702545166,11.7353704602151,0,18.7027843226417
232902,4764,5,50,0.715985774993896,11.1255612939473,0,18.7730864680929
232903,4764,5,50,0.750091075897217,14.4690377738134,0,18.3512735953856
232904,4764,5,50,0.784066200256348,2.01771457934425,0,19.8979207953124
232905,4764,5,50,0.818107128143311,14.9315371416502,0,18.2809714499344
232906,4764,5,50,0.852067470550537,1.92418347962697,0,19.8979207953124
232907,4764,5,50,0.886079549789429,8.63276455747581,0,19.0542950498978
232908,4764,5,50,0.920210599899292,6.33613717269915,0,19.3355036317026
232909,4764,5,50,0.95393705368042,0.0816451107053772,0,20.108827231666
232910,4764,5,50,0.987790584564209,9.6167938924626,0,18.9136907589953
270641,5579,20,50,0,0,0,6.75141959593494
270642,5579,20,50,0.0343308448791504,0.288072533426875,0,6.25930457777641
270643,5579,20,50,0.06838059425354,2.39127484237844,0,6.68111745048372
270644,5579,20,50,0.103287220001221,4.38835068525379,0,6.75141959593494
270645,5579,20,50,0.137397766113281,6.12545250021007,0,7.10293032319101
270646,5579,20,50,0.171560525894165,7.48417225993816,0,8.15746250495927
270647,5579,20,50,0.206567287445068,8.52775693140967,0,9.1416925412763
270648,5579,20,50,0.240797758102417,9.24857808745112,0,10.0556204321421
270649,5579,20,50,0.274770021438599,9.66797410490218,0,11.0398504684591
270650,5579,20,50,0.309837102890015,9.86978637553702,0,11.8131740684225
270651,5579,20,50,0.343938827514648,10.1791959505508,0,11.321059050264
270652,5579,20,50,0.378248453140259,10.3079873679674,0,11.9537783593249
270653,5579,20,50,0.413150072097778,10.0818313126828,0,13.289519122898
270654,5579,20,50,0.447173833847046,9.71416262565338,0,13.922238431959
270655,5579,20,50,0.481262445449829,9.47699472632012,0,13.5004255592517
270656,5579,20,50,0.516085624694824,9.39697075810319,0,12.9380083956419
270657,5579,20,50,0.550230026245117,9.05388460741618,0,13.9925405774102
270658,5579,20,50,0.584555864334106,8.40595864011989,0,15.2579791955321
270659,5579,20,50,0.619346141815186,7.99321790124565,0,14.4846555955687
270660,5579,20,50,0.653414964675903,7.70451243398151,0,14.1331448683126
270661,5579,20,50,0.687600374221802,10.6823605837323,0,14.3440513046663
270662,5579,20,50,0.722507238388062,26.0875821384071,0,16.0313027954955
270663,5579,20,50,0.756800174713135,16.7461559883829,0,18.9136907589953
270664,5579,20,50,0.790671110153198,3.58991135801784,0,20.0385250862148
270665,5579,20,50,0.82584547996521,2.8980099128792,0,16.7343242500076
270666,5579,20,50,0.860223770141602,2.51854754399509,0,15.7500942136906
270667,5579,20,50,0.894433736801147,2.1831324550731,0,15.6797920682394
270668,5579,20,50,0.929248094558716,1.88231712938896,0,15.6094899227882
270669,5579,20,50,0.963323354721069,1.5707897469887,0,15.7500942136906
270670,5579,20,50,0.997392892837524,0,1,15.7500942136906
283521,5840,20,50,0,0,0,6.18900243232522
283522,5840,20,50,0.0341699123382568,5.38366600989946,0,6.04839814142278
283523,5840,20,50,0.068882942199707,10.9799824032605,0,7.10293032319101
283524,5840,20,50,0.104351758956909,15.9282146045896,0,8.57927537766656
283525,5840,20,50,0.138331174850464,19.8480653604001,0,10.6180375957518
283526,5840,20,50,0.17265796661377,23.0477519444392,0,12.5864976683859
283527,5840,20,50,0.207468509674072,25.6237362087861,0,14.3440513046663
283528,5840,20,50,0.241505861282349,27.5697373759804,0,15.9610006500443
283529,5840,20,50,0.275780439376831,29.0067125047626,0,17.507647849971
283530,5840,20,50,0.310628652572632,30.0244214054318,0,18.8433886135441
283531,5840,20,50,0.344602346420288,30.6314142304639,0,20.108827231666
283532,5840,20,50,0.378665447235107,30.9142155120406,0,21.2336615588855
283533,5840,20,50,0.413619756698608,31.7491221924721,0,21.1633594134342
283534,5840,20,50,0.447714805603027,33.3824142843163,0,21.8663808679464
283535,5840,20,50,0.481704473495483,34.4861804083246,0,23.9051430860317
283536,5840,20,50,0.516579389572144,35.2814088542401,0,25.311185995056
283537,5840,20,50,0.550705909729004,35.7854655800037,0,26.5766246131779
283538,5840,20,50,0.584959506988525,36.0702207116118,0,27.7014589403974
283539,5840,20,50,0.619750499725342,36.150706323248,0,28.8262932676168
283540,5840,20,50,0.653683423995972,34.3365485647347,0,29.9511275948363
283541,5840,20,50,0.687684297561646,31.257202104107,0,29.880825449385
283542,5840,20,50,0.722691774368286,28.410929628607,0,29.0371997039705
283543,5840,20,50,0.756642580032349,25.7816920054913,0,28.8262932676168
283544,5840,20,50,0.790623664855957,23.1835822522499,0,28.9668975585192
283545,5840,20,50,0.825804948806763,20.5285344963132,0,29.1075018494217
283546,5840,20,50,0.859746694564819,18.0497547494282,0,29.0371997039705
283547,5840,20,50,0.893780469894409,16.7979569245827,0,28.9668975585192
283548,5840,20,50,0.928661823272705,15.9536568583469,0,29.0371997039705
283549,5840,20,50,0.962725639343262,15.1279260691729,0,29.2481061403241
283550,5840,20,50,0.996650218963623,0,1,29.4590125766778
328721,6775,5,10,0,50.8773118094839,0,6.11870028687399
328722,6775,5,10,0.033684253692627,100,0,8.7901818140202
328723,6775,5,10,0.0675029754638672,79.1991060718346,0,14.9767706137272
328724,6775,5,10,0.101174831390381,56.6916634324935,0,19.6870143589587
328725,6775,5,10,0.135195732116699,47.9464324176096,0,21.5851722861415
328726,6775,5,10,0.168748378753662,36.0231462494153,0,24.0457473769341
328727,6775,5,10,0.20232105255127,24.8476199468589,0,26.295416031373
328728,6775,5,10,0.235945463180542,16.2670642172923,0,27.9826675222022
328729,6775,5,10,0.26937198638916,10.3674598487155,0,29.1075018494217
328730,6775,5,10,0.30326509475708,3.61805119228696,0,30.3729404675436
328731,6775,5,10,0.337219715118408,0.698804022400266,0,30.8650554857021
328732,6775,5,10,0.371152877807617,0.269553460127101,0,30.8650554857021
328733,6775,5,10,0.405154705047607,0,0,30.9353576311533
328734,6775,5,10,0.438815116882324,0,0,30.8650554857021
328735,6775,5,10,0.472688674926758,0,0,30.7947533402509
328736,6775,5,10,0.506313562393188,0.256255081926743,0,30.5838469038972
328737,6775,5,10,0.540208101272583,0,0,30.5838469038972
328738,6775,5,10,0.574137449264526,0,0,30.5838469038972
328739,6775,5,10,0.608038187026978,0,0,30.513544758446
328740,6775,5,10,0.642628908157349,0.339561920249665,0,30.3729404675436
328741,6775,5,10,0.676546812057495,0.15214969747427,0,30.3729404675436
328742,6775,5,10,0.710144519805908,0,0,30.3729404675436
328743,6775,5,10,0.743716239929199,0.536027403127763,0,30.2323361766411
328744,6775,5,10,0.777275085449219,0,0,30.4432426129948
328745,6775,5,10,0.811331987380981,0.245960907832593,0,30.2323361766411
328746,6775,5,10,0.844838857650757,0.128370318781154,0,30.2323361766411
328747,6775,5,10,0.878530025482178,0.738370859203971,0,30.0917318857387
328748,6775,5,10,0.912524223327637,0,0,30.2323361766411
328749,6775,5,10,0.946636438369751,1.27215586291809,0,29.9511275948363
328750,6775,5,10,0.980379343032837,0.132159786841762,0,30.1620340311899
340241,6999,5,20,0,0,0,6.11870028687399
340242,6999,5,20,0.0319185256958008,100,0,5.90779385052035
340243,6999,5,20,0.0637726783752441,100,0,11.3913611957152
340244,6999,5,20,0.0956821441650391,93.8439602862637,0,16.5937199591052
